ps,SIFI_A_Acc,SIFI_V_Acc,SIFI_B_A_Acc,SIFI_B_V_Acc,SIFI_B_Acc,pitchSummaryAcc,ravenSummaryAcc,RhythmVAcc,RhythmAAcc,SRTA_median,SRTV_median,SRTB_median,SRTA_mean,SRTV_mean,SRTB_mean,SpeechAAcc,SpeechAVAcc,Noise,localizationDistV,localizationDistA,minRT,meanRT,medianRT,Corsi,lns_length,lns_hit,lns_miss,lns_hitRate,d2_hit,d2_miss,d2_FA,d2_CR,d2_hitRate,d2_faRate,d2_adjHitR,WordMemoryAcc
144,0.9583333333333334,0.8541666666666666,0.9166666666666666,0.6666666666666666,0.5222222222222223,0.7650602409638554,0.6428571428571429,0.65625,0.75,0.3349577460903674,0.40363819547928864,0.3591156709007919,0.3347763359081,0.418856960736836,0.4157838991618362,,,,,,23.29140000009538,27.2774,25.517199999809264,7.0,6.0,7.0,3.0,0.7,135.0,10.0,1.0,142.0,0.9310344827586207,0.006993006993006993,0.9240414757656137,0.4
145,1.0,0.9375,0.9444444444444444,0.9444444444444444,0.6611111111111111,0.6746987951807228,0.6428571428571429,0.59375,0.6875,0.221028238767758,0.24002674152143294,0.235295592341572,0.22601877567358314,0.24554889791955548,0.25455121222573024,,,,,,23.65490000009595,32.12246000003834,36.46190000009483,7.0,7.0,8.0,4.0,0.6666666666666666,159.0,9.0,3.0,165.0,0.9464285714285714,0.017857142857142856,0.9285714285714285,0.05
146,1.0,0.8958333333333334,1.0,0.9166666666666666,0.7944444444444444,0.8253012048192772,0.5714285714285714,0.90625,0.46875,0.25337687064893544,0.26391540467739105,0.24719826318323607,0.26305407406762243,0.28016262281065185,0.2645235939572254,,,,,,21.80430000019075,28.73603999996186,24.962199999809258,8.0,7.0,9.0,3.0,0.75,150.0,10.0,2.0,158.0,0.9375,0.0125,0.925,0.4
147,0.8541666666666666,0.625,0.6944444444444444,0.4166666666666667,0.4166666666666667,0.5542168674698795,0.14285714285714285,0.6875,0.625,0.3061444847844541,0.3020580150187015,0.2485762643627822,0.37516276262186726,0.3089214406971787,0.2575531454499939,,,,,,26.956900000095374,35.064779999923715,28.37869999980927,6.0,8.0,11.0,3.0,0.7857142857142857,120.0,21.0,19.0,120.0,0.851063829787234,0.1366906474820144,0.7143731823052196,0.15
148,0.6041666666666666,0.8541666666666666,0.3888888888888889,0.8055555555555556,0.38333333333333336,0.8313253012048193,0.42857142857142855,0.53125,0.71875,0.3110679897945374,0.3456714684143662,0.3152252044528723,0.3073797025407354,0.3704349576340367,0.3449145471366743,,,,,,29.4677000002861,40.43933999996186,34.60659999990463,6.0,5.0,6.0,2.0,0.75,117.0,12.0,5.0,122.0,0.9069767441860465,0.03937007874015748,0.8676066654458889,0.15
149,0.7083333333333334,0.6875,0.75,0.5555555555555556,0.4722222222222222,0.608433734939759,0.35714285714285715,0.53125,0.5625,0.38646585028618574,0.3263911637477577,0.37246120977215463,0.39714888357557354,0.3471082131667384,0.3725482689061513,,,,,,19.157300000190844,27.04940000019069,27.589200000285928,8.0,8.0,9.0,5.0,0.6428571428571429,145.0,15.0,11.0,149.0,0.90625,0.06875,0.8375,0.2
150,0.7916666666666666,0.75,0.3611111111111111,0.25,0.2611111111111111,0.46987951807228917,0.42857142857142855,0.40625,0.625,0.4218349289149046,0.37142357090488076,0.3217166867107153,0.6321554523089836,0.40771191482365665,0.3646543469383485,,,,,,35.58539999961977,55.68821999979009,52.45159999990392,4.0,5.0,5.0,3.0,0.625,106.0,17.0,1.0,124.0,0.8617886178861789,0.008,0.8537886178861789,0.05
151,0.9791666666666666,0.8958333333333334,1.0,0.7222222222222222,0.6111111111111112,0.8192771084337349,0.6428571428571429,0.625,0.59375,0.2110332334414124,0.26349517959170043,0.21362141682766375,0.22883020128744339,0.2682549863588065,0.21269254366246362,0.0,0.2,6.0,12.910714398571441,195.41071434571424,27.22519999980925,31.358819999980927,31.268500000000017,7.0,7.0,8.0,4.0,0.6666666666666666,147.0,17.0,7.0,157.0,0.8963414634146342,0.042682926829268296,0.8536585365853658,0.65
152,0.9791666666666666,0.7083333333333334,0.7777777777777778,0.3888888888888889,0.4388888888888889,0.4759036144578313,0.21428571428571427,0.71875,0.65625,,0.34717607614584267,0.2913469881750643,,0.35699821915477514,0.30837190616875887,0.0,0.1,6.0,14.67857150999998,223.19642851142856,31.283999999999992,43.95758000001907,34.41570000028611,9.0,6.0,7.0,3.0,0.7,140.0,10.0,17.0,137.0,0.9333333333333333,0.11038961038961038,0.822943722943723,0.15
153,0.9791666666666666,0.8958333333333334,0.9722222222222222,0.75,0.7055555555555556,0.8674698795180723,0.8571428571428571,0.71875,0.65625,0.2680335899349302,0.2286927150562405,0.23703647148795426,0.27395844558874766,0.24013909214208345,0.2452862979999433,0.0,0.1,6.0,18.410714035714282,52.321428411428464,24.982500000000016,31.022500000095373,29.662800000190742,8.0,7.0,9.0,3.0,0.75,140.0,1.0,1.0,138.0,0.9929078014184397,0.007194244604316547,0.9857135568141232,0.6
154,0.9583333333333334,0.8125,0.9444444444444444,0.7222222222222222,0.6222222222222222,0.6927710843373494,0.7142857142857143,0.4375,0.6875,0.2474269822705537,0.2840383369475603,0.2245771624147892,0.2781603149604052,0.3207852561187384,0.257001828464369,0.0,0.5,6.0,18.125000047142787,94.73214274571437,22.922900000095368,31.63063999996185,28.285599999904633,7.0,8.0,10.0,4.0,0.7142857142857143,154.0,6.0,1.0,159.0,0.9625,0.00625,0.95625,0.6
155,1.0,0.7916666666666666,1.0,0.7777777777777778,0.6722222222222223,0.5843373493975904,0.6428571428571429,0.65625,0.71875,0.18712632288224995,0.24658906925469634,0.1892227882053703,0.19082650931862494,0.24984632069244977,0.19355010433743397,0.0,0.3,6.0,7.321428981428599,82.37500005999996,29.580099999904633,39.67741999988556,40.208699999809255,7.0,6.0,8.0,2.0,0.8,171.0,7.0,2.0,180.0,0.9606741573033708,0.01098901098901099,0.9496851463143599,0.65
156,0.8958333333333334,0.7291666666666666,0.8611111111111112,0.6388888888888888,0.4722222222222222,0.8132530120481928,0.7142857142857143,0.65625,0.53125,0.2501521450467407,0.3039509621448815,0.21108954050578177,0.25886402776914424,0.48373131927967605,0.23192556675833959,0.1,0.0,6.0,23.053571447142907,39.23214309428575,26.00590000009538,30.312139999961857,26.6905,7.0,8.0,12.0,2.0,0.8571428571428571,154.0,10.0,2.0,162.0,0.9390243902439024,0.012195121951219513,0.9268292682926829,0.1
157,1.0,0.8958333333333334,0.8611111111111112,0.8611111111111112,0.7055555555555556,0.5240963855421686,0.7142857142857143,0.53125,0.5,0.27930689533241093,0.26357085700146854,0.1901087220758199,0.2711206796978201,0.28035400149722894,0.24413993249743657,0.0,0.3,6.0,14.42857157285716,97.67857139428564,25.020800000190732,34.31268000011444,29.06259999990462,8.0,8.0,11.0,3.0,0.7857142857142857,144.0,8.0,3.0,149.0,0.9473684210526315,0.019736842105263157,0.9276315789473684,0.3
158,0.9791666666666666,0.9791666666666666,0.9722222222222222,0.7777777777777778,0.7666666666666667,0.8674698795180723,0.7142857142857143,0.71875,0.75,0.2062670569866895,0.2820834971498698,0.1799481231719255,0.21589720385769998,0.29617199717710413,0.20382453110069035,0.0,0.3,6.0,14.803571178571394,26.464285888571425,19.96490000009544,24.66743999996179,24.69250000000102,9.0,7.0,9.0,3.0,0.75,184.0,5.0,1.0,186.0,0.9735449735449735,0.0053475935828877,0.9681973799620858,0.95
159,0.9791666666666666,0.9166666666666666,0.9722222222222222,0.8333333333333334,0.8166666666666667,0.9397590361445783,1.0,0.78125,0.71875,0.19020418683066959,0.2344610274303704,0.155065176077187,0.18746256680848697,0.23776259381944928,0.16267509275148137,0.0,0.5,6.0,24.999999750000093,81.42857144285723,20.042499999999563,23.532680000018445,22.89709999990373,7.0,6.0,7.0,3.0,0.7,161.0,6.0,4.0,165.0,0.9640718562874252,0.023668639053254437,0.9404032172341708,0.1
160,0.8958333333333334,0.8541666666666666,0.8333333333333334,0.6111111111111112,0.4666666666666667,0.608433734939759,0.5714285714285714,0.5,0.5625,0.29897042899392545,0.4009154262021184,0.2771359500475228,0.3147357862908393,0.4408919372037053,0.2983236968485189,0.0,0.3,6.0,18.375000112857084,120.48214308000011,25.61590000009528,32.372759999943085,27.383499999999913,7.0,6.0,8.0,2.0,0.8,143.0,9.0,4.0,148.0,0.9407894736842105,0.02631578947368421,0.9144736842105263,0.15
161,1.0,0.8958333333333334,1.0,0.8888888888888888,0.8444444444444444,0.8433734939759037,0.5714285714285714,0.78125,0.6875,0.2198473780881613,0.2814901261590421,0.20136380288749928,0.22054245836722347,0.3182631475240763,0.20865680258721106,0.0,0.1,6.0,23.892856892857218,39.428571445714276,20.35289999961853,26.43451999988556,26.673999999999992,8.0,7.0,10.0,2.0,0.8333333333333334,187.0,5.0,0.0,192.0,0.9739583333333334,0.0,0.9739583333333334,0.25
162,1.0,0.9791666666666666,0.8611111111111112,0.9166666666666666,0.7222222222222222,0.9337349397590361,0.7857142857142857,0.78125,0.6875,0.1846231208182871,0.2331661530770361,0.1802675281651318,0.18771898056027186,0.23042655132454015,0.21353526556243493,0.0,0.4,6.0,16.035714035714307,113.33928567999996,20.945200000287514,26.629320000076042,25.699199999808116,8.0,7.0,10.0,2.0,0.8333333333333334,178.0,4.0,0.0,186.0,0.978021978021978,0.0,0.978021978021978,0.6
163,0.75,0.5416666666666666,0.4166666666666667,0.3333333333333333,0.2388888888888889,0.5301204819277109,0.35714285714285715,0.46875,0.59375,0.22962653893046076,0.26599067472852767,0.1940858992747962,0.24614104003024592,0.30160634937839437,0.21136159947591604,0.0,0.1,6.0,36.374999875714245,110.49999994857144,18.555199999809275,27.005519999885564,28.153099999904637,5.0,7.0,8.0,4.0,0.6666666666666666,125.0,48.0,56.0,123.0,0.7225433526011561,0.3128491620111732,0.4096941905899829,0.05
164,0.9791666666666666,0.75,1.0,0.75,0.6277777777777778,0.8192771084337349,0.5,0.5625,0.65625,0.231489491648972,0.2428007882554084,0.2026596351061016,0.2481382241472602,0.2504414268104093,0.21172176313896968,0.0,0.3,6.0,31.089285681428628,112.10714283999991,26.730599999904626,37.40339999999999,31.31530000019073,6.0,6.0,8.0,2.0,0.8,139.0,9.0,2.0,146.0,0.9391891891891891,0.013513513513513514,0.9256756756756757,0.3
165,0.9166666666666666,0.9166666666666666,0.8611111111111112,0.6388888888888888,0.6277777777777778,0.4939759036144578,0.5714285714285714,0.65625,0.46875,0.224574695341289,0.23002444650046525,0.17104533617384726,0.26042239107833853,0.2389003299331913,0.17914731015140808,0.0,0.5,6.0,17.73214287571414,214.64285698285713,19.159900000095348,24.090700000095364,22.7167999997139,7.0,6.0,7.0,3.0,0.7,172.0,4.0,3.0,173.0,0.9772727272727273,0.017045454545454544,0.9602272727272727,0.05
166,0.9583333333333334,0.8125,0.9166666666666666,0.6944444444444444,0.6166666666666667,0.8313253012048193,0.5714285714285714,0.71875,0.625,0.2938651165459305,0.3303599883802235,0.23436836921609935,0.2985179240970562,0.36211432188948883,0.28957985936043157,0.0,0.4,6.0,20.571428321428776,214.87499994857131,21.56859999990465,26.86951999998093,26.326900000095364,7.0,6.0,5.0,5.0,0.5,162.0,6.0,2.0,166.0,0.9642857142857143,0.011904761904761904,0.9523809523809524,0.35
167,1.0,0.9166666666666666,0.9722222222222222,0.8333333333333334,0.8,0.891566265060241,0.9285714285714286,0.96875,0.84375,0.20434730569832024,0.2215548425447195,0.1880454840138554,0.2010384072860082,0.2246188884445776,0.2039990441097567,0.0,0.2,6.0,25.51785727000009,42.85714280571416,19.30229999971388,30.191979999923706,28.416400000095365,7.0,7.0,10.0,2.0,0.8333333333333334,164.0,3.0,2.0,167.0,0.9820359281437125,0.011834319526627219,0.9702016086170854,0.4
168,0.9583333333333334,0.9166666666666666,0.75,0.8055555555555556,0.6555555555555556,0.7108433734939759,0.7857142857142857,0.84375,0.65625,0.21082674316130573,0.2718717542011291,0.19714987697079775,0.23563670205573242,0.31847319155931475,0.24403622313402593,0.0,0.1,6.0,19.392857238571473,41.7500000799999,15.18340000009536,19.983200000095373,20.12819999980927,8.0,6.0,7.0,3.0,0.7,169.0,10.0,1.0,180.0,0.9441340782122905,0.0055248618784530384,0.9386092163338374,0.15
169,0.8125,0.7708333333333334,0.7222222222222222,0.6944444444444444,0.4444444444444444,0.5903614457831325,0.2857142857142857,0.59375,0.5625,0.2469229879789054,0.3175810943357646,0.2577752862125635,0.2550071619830473,0.5405462294142565,0.4789073623854805,0.1,0.2,6.0,21.053571304285615,68.89285699714273,23.622299999715324,33.89458000001942,30.432900000096197,7.0,6.0,7.0,3.0,0.7,135.0,14.0,1.0,146.0,0.9060402684563759,0.006802721088435374,0.8992375473679405,0.35
170,0.9583333333333334,0.9375,0.8055555555555556,0.75,0.5944444444444444,0.5843373493975904,0.8571428571428571,0.8125,0.6875,0.21395437791943545,0.3012155690230429,0.19428764190524817,0.22480576805149516,0.3011737779778396,0.2120016952510923,,,,,,23.929599999904895,26.75205999994323,25.91840000009688,7.0,10.0,13.0,5.0,0.7222222222222222,139.0,5.0,1.0,143.0,0.9652777777777778,0.006944444444444444,0.9583333333333334,0.3
171,0.9583333333333334,0.9166666666666666,0.9444444444444444,0.8055555555555556,0.65,0.7228915662650602,0.9285714285714286,0.6875,0.875,0.2428932648617774,0.3014392629265785,0.20800341642461712,0.2555327869951725,0.30873140748911376,0.2260862454616775,0.0,0.2,6.0,14.803571412857025,140.7321427457143,19.796099999904982,27.43730000009564,26.359700000286466,7.0,9.0,11.0,5.0,0.6875,137.0,2.0,0.0,141.0,0.9856115107913669,0.0,0.9856115107913669,0.4
172,0.9375,0.6041666666666666,0.8333333333333334,0.5833333333333334,0.4888888888888889,0.6506024096385542,0.7857142857142857,0.625,0.375,0.19892743555828926,0.2397342598997056,0.22031291830353436,0.21414527379286785,0.2479874284070884,0.25860543131517866,0.0,0.1,6.0,23.982143001428536,60.17857131714288,27.346000000000004,44.97788000011443,51.1132000002861,7.0,6.0,8.0,2.0,0.8,143.0,8.0,4.0,149.0,0.9470198675496688,0.026143790849673203,0.9208760766999956,0.1
173,0.9375,0.8333333333333334,0.75,0.75,0.5277777777777778,0.8253012048192772,0.14285714285714285,0.5625,0.53125,0.2314323531463742,0.2259473938029259,0.30112493550404906,0.2386032881680876,0.23982043210417026,0.31274917647242545,0.1,0.2,6.0,27.589285841428495,51.124999997142844,22.951699999808625,29.546799999999347,26.896400000096037,7.0,5.0,5.0,3.0,0.625,173.0,9.0,7.0,179.0,0.9505494505494505,0.03763440860215054,0.9129150419473,0.1
174,0.9583333333333334,0.8333333333333334,0.8888888888888888,0.4722222222222222,0.48333333333333334,0.4759036144578313,0.35714285714285715,0.71875,0.75,0.258486260427162,0.32992944843135774,0.23723024199716747,0.314409969219317,0.38208796462665,0.2685494861632053,0.0,0.5,6.0,29.267856875714493,165.67857139428565,24.934300000190746,33.54316000013352,29.110500000000002,6.0,4.0,4.0,2.0,0.6666666666666666,159.0,16.0,2.0,175.0,0.9085714285714286,0.011299435028248588,0.89727199354318,0.15
175,0.875,0.5833333333333334,0.3888888888888889,0.4444444444444444,0.2722222222222222,0.5542168674698795,0.5,0.625,0.5625,0.32490237173624337,0.3421085965819657,0.3394447367172688,0.3820931013673544,0.36506603631811835,0.34751228874859713,0.0,0.2,6.0,24.071428475714374,143.23214287142872,24.698199999809276,31.87983999996185,32.78230000019074,8.0,7.0,9.0,3.0,0.75,117.0,16.0,10.0,121.0,0.8796992481203008,0.07633587786259542,0.8033633702577053,0.15
176,0.875,0.8541666666666666,0.7222222222222222,0.75,0.5055555555555555,0.5843373493975904,0.35714285714285715,0.46875,0.71875,0.2718117740005255,0.3829380390234291,0.2938034925609827,0.30381581134473284,0.40007362710633154,0.3616067144554108,0.0,0.3,6.0,19.857142555714244,63.73214274571435,21.993300000190743,31.052999999999997,28.663099999904617,8.0,7.0,9.0,3.0,0.75,166.0,8.0,7.0,171.0,0.9540229885057471,0.03932584269662921,0.9146971458091179,0.6
177,0.875,0.8958333333333334,0.8333333333333334,0.8055555555555556,0.5888888888888889,0.7469879518072289,0.6428571428571429,0.625,0.75,0.17274977453052995,0.2952929059974849,0.3148478372022509,0.2121071477886289,0.3316158329875305,0.3730985253631811,0.0,0.2,6.0,65.35714277857127,75.85714282285728,25.32229999971389,34.00991999988556,35.139900000095366,8.0,8.0,12.0,2.0,0.8571428571428571,135.0,12.0,0.0,149.0,0.9183673469387755,0.0,0.9183673469387755,0.2
178,0.9791666666666666,0.8958333333333334,0.9444444444444444,0.75,0.6277777777777778,0.5783132530120482,0.2857142857142857,0.59375,0.59375,0.3819161700084805,0.3668811088427901,0.3833410465158522,0.38898252072776185,0.3851023258255987,0.41313887406140565,0.0,0.4,6.0,45.53571441285711,187.51785703142846,23.669900000095367,36.61923999996185,34.71840000009536,7.0,5.0,6.0,2.0,0.75,168.0,7.0,1.0,176.0,0.96,0.005649717514124294,0.9543502824858757,0.05
179,0.9583333333333334,0.9791666666666666,0.8611111111111112,0.8611111111111112,0.6166666666666667,0.7228915662650602,0.2857142857142857,0.59375,0.71875,0.2908167187124491,0.2882200772874057,0.2511764576192945,0.29639220138176764,0.30062964178043705,0.2817245679907501,0.0,0.2,6.0,15.999999750000061,65.87500006000009,18.204000000000008,24.626380000019076,22.135400000095373,7.0,8.0,11.0,3.0,0.7857142857142857,161.0,18.0,8.0,173.0,0.8994413407821229,0.04419889502762431,0.8552424457544986,0.3
180,1.0,0.9583333333333334,0.9722222222222222,0.8333333333333334,0.6555555555555556,0.8373493975903614,0.75,0.71875,0.71875,0.23608431313186878,0.231367290019989,0.16335034510120744,0.25072595162006717,0.24375734253165623,0.20624986183829602,0.0,0.5,6.0,14.964285715714357,162.24999988857147,24.593400000094334,30.540199999904143,28.60689999961869,7.0,8.0,9.0,5.0,0.6428571428571429,148.0,4.0,0.0,152.0,0.9736842105263158,0.0,0.9736842105263158,0.3
181,0.9791666666666666,0.8125,0.7777777777777778,0.8333333333333334,0.6,0.7771084337349398,0.42857142857142855,0.71875,0.625,0.2223231322132051,0.2976896215695888,0.2200798029080033,0.250611452680702,0.33079154641434017,0.23214913614030025,0.0,0.1,6.0,8.178571127142858,84.2142858428572,35.347900000095365,43.53058000011445,42.16040000009536,7.0,5.0,5.0,3.0,0.625,128.0,10.0,1.0,141.0,0.927536231884058,0.007042253521126761,0.9204939783629312,0.2
182,0.9375,0.7708333333333334,0.5555555555555556,0.5277777777777778,0.4,0.4879518072289157,0.21428571428571427,0.46875,0.46875,0.30284222797490656,0.31257683550938964,0.27018236042931676,0.3194931094224254,0.32649602624587715,0.29391340174091357,0.0,0.1,6.0,45.26785693857135,151.30357131714274,25.196500000000015,29.927480000019024,27.984599999905186,5.0,5.0,5.0,3.0,0.625,133.0,32.0,10.0,153.0,0.806060606060606,0.06134969325153374,0.7447109128090723,0.25
183,0.9375,0.7291666666666666,0.8055555555555556,0.5555555555555556,0.48333333333333334,0.463855421686747,0.5,0.71875,0.65625,0.28415235644206405,0.34562248340807855,0.22388092800974846,0.30965809244662523,0.3529822616338996,0.2418215496620784,0.0,0.1,6.0,20.017856938571345,93.46428582571431,28.863800000191077,36.446919999981034,38.79740000009588,7.0,6.0,5.0,5.0,0.5,147.0,17.0,6.0,158.0,0.8963414634146342,0.036585365853658534,0.8597560975609756,0.15
184,0.9166666666666666,0.9583333333333334,0.7777777777777778,0.75,0.5666666666666667,0.6686746987951807,0.7857142857142857,0.65625,0.5,0.21025223471224305,0.2821211735717952,0.23435131995938713,0.23003749886217215,0.3076787181353817,0.258703563719367,,,,,,23.39490000009536,28.67853999996185,25.755199999809264,8.0,8.0,9.0,5.0,0.6428571428571429,155.0,5.0,1.0,159.0,0.96875,0.00625,0.9625,0.25
185,0.8333333333333334,0.8958333333333334,0.9166666666666666,0.6666666666666666,0.5222222222222223,0.5060240963855421,0.35714285714285715,0.71875,0.53125,0.2938365330919623,0.29553533950820565,0.24984084069728846,0.307012022457396,0.30656845167589686,0.2560226456883053,,,,,,24.866599999904622,39.50548000001907,35.01409999990463,7.0,6.0,8.0,2.0,0.8,126.0,22.0,0.0,148.0,0.8513513513513513,0.0,0.8513513513513513,0.4
186,0.9375,0.8958333333333334,0.8333333333333334,0.7222222222222222,0.6388888888888888,0.7228915662650602,0.35714285714285715,0.5625,0.5,0.2218973636627197,0.262112314812839,0.22687365044839675,0.23534070434980095,0.27963196747004987,0.24581396006979045,0.0,0.1,6.0,30.571428698571417,63.392856997142864,29.063199999809257,36.85931999988556,32.25180000019074,5.0,5.0,4.0,4.0,0.5,143.0,6.0,0.0,147.0,0.959731543624161,0.0,0.959731543624161,0.25
187,,,,,,,,,,,,,,,,,,,,,17.29409999990463,19.792560000038147,18.56309999990465,8.0,11.0,16.0,4.0,0.8,172.0,3.0,3.0,174.0,0.9828571428571429,0.01694915254237288,0.96590799031477,
188,,,,,,,,,,,,,,,,,,,,,25.926999999999992,38.37070000009536,33.830200000286084,7.0,7.0,8.0,4.0,0.6666666666666666,139.0,3.0,0.0,146.0,0.9788732394366197,0.0,0.9788732394366197,
189,,,,,,,,,,,,,,,,,,,,,15.193599999904649,21.907279999923716,20.670700000286104,8.0,7.0,10.0,2.0,0.8333333333333334,180.0,2.0,1.0,185.0,0.989010989010989,0.005376344086021506,0.9836346449249675,
190,,,,,,,,,,,,,,,,,,,,,23.214500000000044,30.893720000076065,29.913799999712865,5.0,6.0,7.0,3.0,0.7,160.0,5.0,1.0,162.0,0.9696969696969697,0.006134969325153374,0.9635620003718164,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
